set_id,rel,fy,p,q,fl,fs,mu,j,c,tag
16,0.08169016227661283,0.9425560975353979,0.15655720109563787,0.07855964207745623,0,0.8286269294892159,0.8151562685265252,0.4749407878348604,0.9089426929698885,rel0p0817_fy0p9426_p0p1566_q0p0786_fl0p0000_fs0p8286_mu0p8152_j0p4749_c0p9089
17,0.05437935411709896,0.5839196804763191,0.015778566374811342,0.04385865907717962,0,0.831798241318604,0.8286327097978909,0.8549906645992306,0.9383228991909,rel0p0544_fy0p5839_p0p0158_q0p0439_fl0p0000_fs0p8318_mu0p8286_j0p8550_c0p9383
18,0.12127603606611537,0.2476770508716628,0.084831834007632,0.08745907333343755,0,0.9062049617179716,0.9990504340887256,0.07203302183263004,0.898644148597112,rel0p1213_fy0p2477_p0p0848_q0p0875_fl0p0000_fs0p9062_mu0p9991_j0p0720_c0p8986
19,0.017652661120839415,0.7008770299124532,0.05127903472736478,0.10282721434408333,0,0.9829520783964545,0.9195613118928672,0.05831153114724438,0.8245562193267467,rel0p0177_fy0p7009_p0p0513_q0p1028_fl0p0000_fs0p9830_mu0p9196_j0p0583_c0p8246
20,0.11973394572040065,0.5267942433835753,0.02206849675520789,0.002559447924769484,0,0.8066699242465618,0.9695538278918248,0.06896138812394347,0.9703845591861568,rel0p1197_fy0p5268_p0p0221_q0p0026_fl0p0000_fs0p8067_mu0p9696_j0p0690_c0p9704
21,0.0522348275816394,0.23880132465606557,0.030337469366830773,0.0057176451536035166,0,0.9252099650606047,0.9980901013738104,0.4241383799830219,0.8486935379215982,rel0p0522_fy0p2388_p0p0303_q0p0057_fl0p0000_fs0p9252_mu0p9981_j0p4241_c0p8487
22,0.03940425839247205,0.8443383670515567,0.01900806381551549,0.08845475675728638,0,0.8869050853563054,0.9847296370277041,0.02350735594292637,0.8167762120760512,rel0p0394_fy0p8443_p0p0190_q0p0885_fl0p0000_fs0p8869_mu0p9847_j0p0235_c0p8168
23,0.10435412538006132,0.21303174684317783,0.04725245001351461,0.10580309462975246,0,0.989700764695853,0.8680104144732608,0.8794621401002165,0.8004140511129797,rel0p1044_fy0p2130_p0p0473_q0p1058_fl0p0000_fs0p9897_mu0p8680_j0p8795_c0p8004
24,0.03478591338990349,0.6109548758426682,0.14092931341060438,0.00228288096616976,0,0.9892669089491991,0.9380454907851573,0.4999334137810627,0.9710644082599599,rel0p0348_fy0p6110_p0p1409_q0p0023_fl0p0000_fs0p9893_mu0p9380_j0p4999_c0p9711
25,0.12072371014004596,0.35380058686470617,0.11694791874406861,0.050980055913510736,0,0.8685073103269656,0.8162958753458877,0.6739891683081863,0.8529903048790572,rel0p1207_fy0p3538_p0p1169_q0p0510_fl0p0000_fs0p8685_mu0p8163_j0p6740_c0p8530
26,0.13942573755391083,0.8859248261402921,0.09602889140241315,0.1287840602452541,0,0.8581844169882267,0.9666224946838384,0.15629022381817922,0.9392158111729426,rel0p1394_fy0p8859_p0p0960_q0p1288_fl0p0000_fs0p8582_mu0p9666_j0p1563_c0p9392
27,0.07466527555666282,0.9004674902469108,0.022130857166228816,0.05884205771268345,0,0.8967021807850711,0.9043596098191617,0.27118481764723545,0.867172232676493,rel0p0747_fy0p9005_p0p0221_q0p0588_fl0p0000_fs0p8967_mu0p9044_j0p2712_c0p8672
28,0.0677641307198219,0.6334162898165734,0.05172373066377826,0.10934588175010868,0,0.9010943763268972,0.8437131819490903,0.9761293289381079,0.9889239599235868,rel0p0678_fy0p6334_p0p0517_q0p1093_fl0p0000_fs0p9011_mu0p8437_j0p9761_c0p9889
29,0.12090480227761273,0.5855257175308279,0.005070100600500591,0.09277681952384301,0,0.9181062986714627,0.8833298810975394,0.7877526588930749,0.9490453912192071,rel0p1209_fy0p5855_p0p0051_q0p0928_fl0p0000_fs0p9181_mu0p8833_j0p7878_c0p9490
30,0.11128709608841479,0.2593374918126874,0.07310207930954174,0.12764021501279438,0,0.8331694318075199,0.9791128453304991,0.3516058233515592,0.8378047555563041,rel0p1113_fy0p2593_p0p0731_q0p1276_fl0p0000_fs0p8332_mu0p9791_j0p3516_c0p8378
31,0.08923289896836108,0.32645096009418373,0.12159344853168352,0.08619539232932963,0,0.9220092723780126,0.9036011858125916,0.5494794279256603,0.9759066128587444,rel0p0892_fy0p3265_p0p1216_q0p0862_fl0p0000_fs0p9220_mu0p9036_j0p5495_c0p9759
32,0.044892985845410495,0.9818066767086462,0.16938142914823257,0.08365237392207142,0,0.9697884417667193,0.9968455954194395,0.3561046227238141,0.8747837195357867,rel0p0449_fy0p9818_p0p1694_q0p0837_fl0p0000_fs0p9698_mu0p9968_j0p3561_c0p8748
33,0.1901343345059592,0.20051418376766147,0.015495023598363623,0.09784783859106712,0,0.8015967936724332,0.9790857995303953,0.7656185494340491,0.9940438883687044,rel0p1901_fy0p2005_p0p0155_q0p0978_fl0p0000_fs0p8016_mu0p9791_j0p7656_c0p9940
34,0.1654384161504733,0.3040944001728483,0.15999105494687335,0.01407839631632436,0,0.9810124900428532,0.9351272197104525,0.05810228012888692,0.9798038401644025,rel0p1654_fy0p3041_p0p1600_q0p0141_fl0p0000_fs0p9810_mu0p9351_j0p0581_c0p9798
35,0.1978537886161916,0.32067913402078674,0.05283671888470651,0.029107050447519867,0,0.8539418486854062,0.8563724502738612,0.6812310494884383,0.8571060449131626,rel0p1979_fy0p3207_p0p0528_q0p0291_fl0p0000_fs0p8539_mu0p8564_j0p6812_c0p8571
36,0.13793867583732053,0.23184083745893092,0.015078348928284833,0.13088855870715807,0,0.9877114337554853,0.9425705075410661,0.6108497167452006,0.9393393361384561,rel0p1379_fy0p2318_p0p0151_q0p1309_fl0p0000_fs0p9877_mu0p9426_j0p6108_c0p9393
37,0.02790645483612665,0.4167003353688866,0.14598324231564533,0.06030024491650519,0,0.805914449351309,0.81477584276821,0.6566329154109349,0.8397807354504988,rel0p0279_fy0p4167_p0p1460_q0p0603_fl0p0000_fs0p8059_mu0p8148_j0p6566_c0p8398
38,0.1609101781179388,0.5714732521559298,0.16011935486750678,0.0928057649275288,0,0.8166079605353205,0.8171384148767544,0.6501096957310336,0.8865290974887554,rel0p1609_fy0p5715_p0p1601_q0p0928_fl0p0000_fs0p8166_mu0p8171_j0p6501_c0p8865
39,0.14132475046506573,0.41549988301962615,0.11600331954413096,0.11329181268268265,0,0.9215722024151822,0.8738647228645161,0.4045380541163031,0.8632504472857434,rel0p1413_fy0p4155_p0p1160_q0p1133_fl0p0000_fs0p9216_mu0p8739_j0p4045_c0p8633
40,0.07281664186138496,0.8176210411895439,0.03010947089393623,0.19606197898931801,0,0.8600000985726621,0.8334324870407581,0.753258362093172,0.9752712369662151,rel0p0728_fy0p8176_p0p0301_q0p1961_fl0p0000_fs0p8600_mu0p8334_j0p7533_c0p9753
41,0.12022617463494277,0.2614320330999978,0.014394856220432557,0.06472867151617538,0,0.833983655994283,0.8930911099433806,0.6097475398048758,0.8944831574145192,rel0p1202_fy0p2614_p0p0144_q0p0647_fl0p0000_fs0p8340_mu0p8931_j0p6097_c0p8945
42,0.13345917260705517,0.3397467314961925,0.10675959660696797,0.19662141948941164,0,0.8689885058676452,0.9983796117742778,0.10084034423991106,0.9539204731979873,rel0p1335_fy0p3397_p0p1068_q0p1966_fl0p0000_fs0p8690_mu0p9984_j0p1008_c0p9539
43,0.02000058680177806,0.4916936799744703,0.09529604458667804,0.19536929293919356,0,0.9049034929637052,0.9154214462545235,0.7819425025907112,0.9326587539677741,rel0p0200_fy0p4917_p0p0953_q0p1954_fl0p0000_fs0p9049_mu0p9154_j0p7819_c0p9327
44,0.1357370004840263,0.6792974231914617,0.08749157622056082,0.12499507267892827,0,0.9328389190888032,0.881639776569996,0.29494228259020017,0.8808059954579827,rel0p1357_fy0p6793_p0p0875_q0p1250_fl0p0000_fs0p9328_mu0p8816_j0p2949_c0p8808
45,0.16596770361334995,0.5642975713292695,0.08268337902498432,0.12050939513427206,0,0.9165181868922012,0.8958155399934435,0.0677134533391567,0.8924913420191594,rel0p1660_fy0p5643_p0p0827_q0p1205_fl0p0000_fs0p9165_mu0p8958_j0p0677_c0p8925
46,0.01375619148806273,0.9270217129421607,0.19801426745565143,0.15749091212865896,0,0.9906250403649592,0.9156695494975522,0.21211155116017907,0.9883868005951727,rel0p0138_fy0p9270_p0p1980_q0p1575_fl0p0000_fs0p9906_mu0p9157_j0p2121_c0p9884
47,0.15471995025379004,0.4528131641958095,0.00908021294585895,0.019853483309675943,0,0.8550195429255487,0.853979427253888,0.14277301193834283,0.8450653899310157,rel0p1547_fy0p4528_p0p0091_q0p0199_fl0p0000_fs0p8550_mu0p8540_j0p1428_c0p8451
48,0.04972183809604776,0.2307884894555621,0.19990682008527685,0.17710566007202957,0,0.9688880299737723,0.8679339758091746,0.08624593225342687,0.8025618863797886,rel0p0497_fy0p2308_p0p1999_q0p1771_fl0p0000_fs0p9689_mu0p8679_j0p0862_c0p8026
49,0.1726373778679406,0.8239525307221525,0.15734090651152655,0.16765971534940882,0,0.901176794712916,0.8352771718760161,0.3272856077521341,0.832644242030764,rel0p1726_fy0p8240_p0p1573_q0p1677_fl0p0000_fs0p9012_mu0p8353_j0p3273_c0p8326
50,0.07802535192633513,0.5154049797183835,0.008553296139254235,0.07402161999676841,0,0.9403854436468333,0.9444022433738457,0.6150547679914394,0.9022783115728014,rel0p0780_fy0p5154_p0p0086_q0p0740_fl0p0000_fs0p9404_mu0p9444_j0p6151_c0p9023
51,0.023388684050035427,0.33816161395745353,0.18722658548910173,0.14034617593856064,0,0.9134960292935046,0.9969848890633183,0.6527574027852621,0.9396848175285384,rel0p0234_fy0p3382_p0p1872_q0p1403_fl0p0000_fs0p9135_mu0p9970_j0p6528_c0p9397
52,0.1935733032341143,0.2653472579758428,0.15573940035368783,0.16284338544426488,0,0.911022181683043,0.8915008058531629,0.22926808988305275,0.8037945055756998,rel0p1936_fy0p2653_p0p1557_q0p1628_fl0p0000_fs0p9110_mu0p8915_j0p2293_c0p8038
53,0.05123354175268696,0.8291393349876628,0.10060362993440126,0.1518150985762384,0,0.8824400130842347,0.9708711416542344,0.814856420795736,0.9996237748801149,rel0p0512_fy0p8291_p0p1006_q0p1518_fl0p0000_fs0p8824_mu0p9709_j0p8149_c0p9996
54,0.08387907064597867,0.8036981609174236,0.08864130928494968,0.13078574061996304,0,0.9352743632427464,0.8783389512294159,0.9841602229851764,0.934637974344613,rel0p0839_fy0p8037_p0p0886_q0p1308_fl0p0000_fs0p9353_mu0p8783_j0p9842_c0p9346
55,0.12471979411411657,0.4508057968064398,0.06853393827750813,0.12364590974950232,0,0.879227125682286,0.9531105552744447,0.5929975281364285,0.9302090557490894,rel0p1247_fy0p4508_p0p0685_q0p1236_fl0p0000_fs0p8792_mu0p9531_j0p5930_c0p9302
56,0.094235836600526,0.9619412985822187,0.004431481755231507,0.15301281399253291,0,0.9194837938668439,0.8012686363747111,0.9318463913086104,0.8392567382718996,rel0p0942_fy0p9619_p0p0044_q0p1530_fl0p0000_fs0p9195_mu0p8013_j0p9318_c0p8393
57,0.0868303247373912,0.8377482621818781,0.15753531348478517,0.05004122067801654,0,0.9674946339437459,0.9195041385472473,0.767313355394965,0.8656907430048008,rel0p0868_fy0p8377_p0p1575_q0p0500_fl0p0000_fs0p9675_mu0p9195_j0p7673_c0p8657
58,0.11712301348016549,0.440528705751095,0.004138240735353902,0.12059058490536177,0,0.9679840770775173,0.8628328928868753,0.5250471717791166,0.9129723882926908,rel0p1171_fy0p4405_p0p0041_q0p1206_fl0p0000_fs0p9680_mu0p8628_j0p5250_c0p9130
59,0.05420056137862895,0.7981896396299824,0.08182822473581415,0.1297185501308134,0,0.8389430084437645,0.9738456593451602,0.29681211368562654,0.8355629205766181,rel0p0542_fy0p7982_p0p0818_q0p1297_fl0p0000_fs0p8389_mu0p9738_j0p2968_c0p8356
60,0.08949575468602217,0.9428023840565236,0.01831823418531567,0.13008894551626873,0,0.913025167545667,0.9205777394788899,0.8292275677765021,0.871272389008766,rel0p0895_fy0p9428_p0p0183_q0p1301_fl0p0000_fs0p9130_mu0p9206_j0p8292_c0p8713
61,0.18825087092677598,0.30917711871055886,0.08508958832271397,0.0011182539603486657,0,0.9201885321065644,0.967288896336141,0.8635123027994996,0.9980752616168186,rel0p1883_fy0p3092_p0p0851_q0p0011_fl0p0000_fs0p9202_mu0p9673_j0p8635_c0p9981
62,0.07530650978602516,0.3692046801807173,0.03936482287887484,0.11777993924720215,0,0.9527942032889231,0.9948770835968899,0.12319246779135429,0.8344578673424479,rel0p0753_fy0p3692_p0p0394_q0p1178_fl0p0000_fs0p9528_mu0p9949_j0p1232_c0p8345
63,0.13610916971783063,0.5614255312095955,0.05593158484381158,0.00754197707565967,0,0.9838165682473546,0.8345206088354951,0.8496241091966397,0.8333664718889632,rel0p1361_fy0p5614_p0p0559_q0p0075_fl0p0000_fs0p9838_mu0p8345_j0p8496_c0p8334
64,0.11319677360709826,0.46989399853413927,0.03160332892785315,0.1725132849301677,0,0.871760554584507,0.8767400908625359,0.9619899543239037,0.8822279779827967,rel0p1132_fy0p4699_p0p0316_q0p1725_fl0p0000_fs0p8718_mu0p8767_j0p9620_c0p8822
65,0.15828951727091803,0.22145406378775837,0.1519067689403659,0.042203339041266594,0,0.8199739765652875,0.9252144549330976,0.02067138852828648,0.8632133570779069,rel0p1583_fy0p2215_p0p1519_q0p0422_fl0p0000_fs0p8200_mu0p9252_j0p0207_c0p8632
66,0.17893344389331853,0.9735615510396287,0.018512468098192476,0.0580806323400233,0,0.9598382205977245,0.8685625227187946,0.5911952510500792,0.8703873736109352,rel0p1789_fy0p9736_p0p0185_q0p0581_fl0p0000_fs0p9598_mu0p8686_j0p5912_c0p8704
67,0.15057371768353997,0.4546493208577298,0.14849811463408638,0.1516184369128896,0,0.8787064694073518,0.809355016204482,0.164272987619997,0.89546533434893,rel0p1506_fy0p4546_p0p1485_q0p1516_fl0p0000_fs0p8787_mu0p8094_j0p1643_c0p8955
68,0.018234319210640157,0.847884731481038,0.06821690309763886,0.058542336252480745,0,0.9418243699548348,0.9739901504735788,0.5813748237963068,0.8070752264273633,rel0p0182_fy0p8479_p0p0682_q0p0585_fl0p0000_fs0p9418_mu0p9740_j0p5814_c0p8071
69,0.1911307117843889,0.5391225170399807,0.14087803658330347,0.19878393386913928,0,0.9452285797064006,0.8254203966383171,0.09694446057723835,0.8349433307405748,rel0p1911_fy0p5391_p0p1409_q0p1988_fl0p0000_fs0p9452_mu0p8254_j0p0969_c0p8349
70,0.021678713432721795,0.2986545318637975,0.16642450321637095,0.12929486662470271,0,0.832923648512736,0.927449181111562,0.8841178111951798,0.9123992510681413,rel0p0217_fy0p2987_p0p1664_q0p1293_fl0p0000_fs0p8329_mu0p9274_j0p8841_c0p9124
71,0.012472103492842987,0.927652216038257,0.13247490413870197,0.06776237078971696,0,0.8323300089988951,0.8069089821199561,0.039998372940882106,0.823129680790985,rel0p0125_fy0p9277_p0p1325_q0p0678_fl0p0000_fs0p8323_mu0p8069_j0p0400_c0p8231
72,0.10144156936186505,0.9594714917672797,0.059672586335684175,0.13301960471545812,0,0.9126175019153627,0.8233349476242019,0.7148234543252736,0.9572891081965854,rel0p1014_fy0p9595_p0p0597_q0p1330_fl0p0000_fs0p9126_mu0p8233_j0p7148_c0p9573
73,0.0364608209683029,0.8112580765761621,0.006042314201844857,0.011047390445615167,0,0.8515519769042172,0.8421311216739054,0.13664300260127057,0.8627056845091983,rel0p0365_fy0p8113_p0p0060_q0p0110_fl0p0000_fs0p8516_mu0p8421_j0p1366_c0p8627
74,0.17100145990529936,0.7307467385848798,0.0018671684646420182,0.136875113989003,0,0.9518863919791067,0.933882796811536,0.8702325471182587,0.8112660155432951,rel0p1710_fy0p7307_p0p0019_q0p1369_fl0p0000_fs0p9519_mu0p9339_j0p8702_c0p8113
75,0.03988807247737539,0.24830620107660073,0.14615650930356236,0.1415720789163094,0,0.9027867574956454,0.9243396724419901,0.7976583259402774,0.9527600355655468,rel0p0399_fy0p2483_p0p1462_q0p1416_fl0p0000_fs0p9028_mu0p9243_j0p7977_c0p9528
76,0.032375376767556883,0.5811090759497322,0.061409061786853715,0.030197456165053885,0,0.9399876480834326,0.8812957020867244,0.021809142678114585,0.9013423576621385,rel0p0324_fy0p5811_p0p0614_q0p0302_fl0p0000_fs0p9400_mu0p8813_j0p0218_c0p9013
77,0.19670108714130266,0.7596841085850821,0.011724349188460038,0.19210683745280377,0,0.9099592930933414,0.807316525520403,0.5408502122828505,0.9129578776887478,rel0p1967_fy0p7597_p0p0117_q0p1921_fl0p0000_fs0p9100_mu0p8073_j0p5409_c0p9130
78,0.12848528790885466,0.3310143616801687,0.01441285205961205,0.13643129031175746,0,0.9629180219037738,0.8079492850870267,0.5684445560439257,0.8096266496891809,rel0p1285_fy0p3310_p0p0144_q0p1364_fl0p0000_fs0p9629_mu0p8079_j0p5684_c0p8096
79,0.1257276229240857,0.42208415091544393,0.07537926892053802,0.03855521115635522,0,0.8970927792370227,0.815660848215269,0.5217709954009857,0.915835899955784,rel0p1257_fy0p4221_p0p0754_q0p0386_fl0p0000_fs0p8971_mu0p8157_j0p5218_c0p9158
80,0.14483917179245245,0.3337464744508266,0.1545228465159284,0.11456644557303285,0,0.9398862604944455,0.9682602682274952,0.0897826888083946,0.8979561585154804,rel0p1448_fy0p3337_p0p1545_q0p1146_fl0p0000_fs0p9399_mu0p9683_j0p0898_c0p8980
81,0.18540813578054588,0.44455041866820305,0.15652142631688623,0.11932240520161577,0,0.9812079153640755,0.9577066938144854,0.7045311551575781,0.9312628888088837,rel0p1854_fy0p4446_p0p1565_q0p1193_fl0p0000_fs0p9812_mu0p9577_j0p7045_c0p9313
82,0.1599326314155995,0.545583916370459,0.1028384002122609,0.15807389741843103,0,0.9691281333774049,0.8361597277280223,0.09039379090138246,0.8188930316017102,rel0p1599_fy0p5456_p0p1028_q0p1581_fl0p0000_fs0p9691_mu0p8362_j0p0904_c0p8189
83,0.08098503792508364,0.22975810047153383,0.016313192387497986,0.041918958791517656,0,0.9000849250708008,0.920464557384923,0.686559935494652,0.9766546833692304,rel0p0810_fy0p2298_p0p0163_q0p0419_fl0p0000_fs0p9001_mu0p9205_j0p6866_c0p9767
84,0.06246777698879084,0.631254743219968,0.13355334245557898,0.11742068256807979,0,0.8549348447623849,0.8964460454277042,0.08237099016653374,0.9178182223943947,rel0p0625_fy0p6313_p0p1336_q0p1174_fl0p0000_fs0p8549_mu0p8964_j0p0824_c0p9178
85,0.02803049712730269,0.38228404038429264,0.037185226098513234,0.19176821386851373,0,0.8175023144905875,0.9091774973388947,0.9409709507906344,0.980818312591575,rel0p0280_fy0p3823_p0p0372_q0p1918_fl0p0000_fs0p8175_mu0p9092_j0p9410_c0p9808
86,0.10555198625403316,0.5860624895246513,0.060378904821462936,0.09650410197739956,0,0.8764756192564824,0.9012031626224006,0.41163555474039165,0.9981444243421824,rel0p1056_fy0p5861_p0p0604_q0p0965_fl0p0000_fs0p8765_mu0p9012_j0p4116_c0p9981
87,0.09529682163702044,0.7452233207680472,0.059894637873638426,0.15099346794105603,0,0.89023514535903,0.9194826937611076,0.09557429001377896,0.875622551238765,rel0p0953_fy0p7452_p0p0599_q0p1510_fl0p0000_fs0p8902_mu0p9195_j0p0956_c0p8756
88,0.16865317034040697,0.41177866519898176,0.07959212329029107,0.12250582810912747,0,0.9098185971771833,0.8476156729711081,0.5004190196776762,0.9363455468039494,rel0p1687_fy0p4118_p0p0796_q0p1225_fl0p0000_fs0p9098_mu0p8476_j0p5004_c0p9363
89,0.08186828952889308,0.9593242069331185,0.004485434300620109,0.13435921901274006,0,0.8720973751100386,0.8397198595716852,0.7536222908609082,0.9341556085787015,rel0p0819_fy0p9593_p0p0045_q0p1344_fl0p0000_fs0p8721_mu0p8397_j0p7536_c0p9342
90,0.19890482891616693,0.8340050882689842,0.009705708114225418,0.04375657372191083,0,0.8358041307853256,0.9431490843536053,0.16871527093749028,0.921299203163567,rel0p1989_fy0p8340_p0p0097_q0p0438_fl0p0000_fs0p8358_mu0p9431_j0p1687_c0p9213
91,0.02550162545832596,0.8323791965847462,0.10481745481254068,0.16015422631117981,0,0.8032586977178976,0.9002519125606213,0.7757036540542264,0.8896407114010537,rel0p0255_fy0p8324_p0p1048_q0p1602_fl0p0000_fs0p8033_mu0p9003_j0p7757_c0p8896
92,0.1185540821193233,0.29367139533201236,0.07505571878257673,0.18162481904736721,0,0.93620321411960294,0.8994931884985604,0.9811534327684669,0.88339832421026665,rel0p1186_fy0p2937_p0p0751_q0p1816_fl0p0000_fs0p9362_mu0p8995_j0p9812_c0p8834
93,0.17891776069422835,0.9886474418524094,0.17513201623546426,0.12927834583111106,0,0.8671324213596481,0.9588220868873503,0.08636834753521253,0.8067454651792115,rel0p1789_fy0p9886_p0p1751_q0p1293_fl0p0000_fs0p8671_mu0p9588_j0p0864_c0p8067
94,0.1965704721096633,0.805968119672481,0.07972376906831749,0.1554051238133386,0,0.8197339375479427,0.8980956715347618,0.4025632683457341,0.9079162490664702,rel0p1966_fy0p8060_p0p0797_q0p1554_fl0p0000_fs0p8197_mu0p8981_j0p4026_c0p9079
95,0.04198442271412071,0.7629630087709987,0.007207521438500845,0.16039779751740396,0,0.9737894356416492,0.8051647902116879,0.058472577875782736,0.8399874937555754,rel0p0420_fy0p7630_p0p0072_q0p1604_fl0p0000_fs0p9738_mu0p8052_j0p0585_c0p8400
96,0.07969553653437131,0.6714389742600919,0.07220059593094047,0.01588497746549081,0,0.9405761348956219,0.9929666538435873,0.8875000931553543,0.9367265817321045,rel0p0797_fy0p6714_p0p0722_q0p0159_fl0p0000_fs0p9406_mu0p9930_j0p8875_c0p9367
97,0.1678298953045709,0.577758863213081,0.07626208309788723,0.10923156223668717,0,0.8471708457990643,0.989611831104462,0.5563519914713688,0.9067787417750527,rel0p1678_fy0p5778_p0p0763_q0p1092_fl0p0000_fs0p8472_mu0p9896_j0p5564_c0p9068
98,0.0638970375430556,0.45458310493953524,0.13457945439028088,0.11838019008592703,0,0.9084447278248333,0.8654137880944275,0.7158233953179559,0.9114926421089145,rel0p0639_fy0p4546_p0p1346_q0p1184_fl0p0000_fs0p9084_mu0p8654_j0p7158_c0p9115
99,0.14297199923748968,0.4498540438053012,0.13493423461024184,0.11754753322728911,0,0.8668247224814725,0.9154885920313094,0.6971329029863002,0.8700010995614064,rel0p1430_fy0p4499_p0p1349_q0p1175_fl0p0000_fs0p8668_mu0p9155_j0p6971_c0p8700
100,0.16709866248899372,0.23408765406576917,0.1995156648148643,0.006961934107011184,0,0.8780282308234927,0.9378288442680984,0.32828667805192524,0.8848101494354801,rel0p1671_fy0p2341_p0p1995_q0p0070_fl0p0000_fs0p8780_mu0p9378_j0p3283_c0p8848
101,0.1979578761232542,0.9395772781034746,0.14075301137010568,0.1930790640781494,0,0.9190334055920923,0.9219925377464667,0.07105463103638031,0.9705681312913215,rel0p1980_fy0p9396_p0p1408_q0p1931_fl0p0000_fs0p9190_mu0p9220_j0p0711_c0p9706
102,0.13308805096678925,0.7421294190610015,0.00440818520937115,0.013467240174929613,0,0.836448146298756,0.9013515685919253,0.92971420698734,0.9122967092338624,rel0p1331_fy0p7421_p0p0044_q0p0135_fl0p0000_fs0p8364_mu0p9014_j0p9297_c0p9123
103,0.02251447256410541,0.2715217893715389,0.006178639308228158,0.1507366753370827,0,0.982109095926513,0.9126489322186867,0.8224052556481445,0.9360534981984319,rel0p0225_fy0p2715_p0p0062_q0p1507_fl0p0000_fs0p9821_mu0p9126_j0p8224_c0p9361
